Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,E1,E2,E3,G12,G23,G31,nu12,nu13,nu23,Equivalent Stress Maximum (MPa),Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa],Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum (mm/mm),Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1],Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status,Plate Length (mm),Plate Width (mm),Nx_true (N/mm),Ny_true (N/mm),Nxy_true (N/mm)
904,55.0,0.2,1518,45,-45,45,-45,45,-45,Angle-Ply,128075.0,9825.0,9825.0,15435.000000000002,9261.0,15435.000000000002,0.2674999999999999,0.2674999999999999,0.3359999999999999,60.0,14.155562,46.712425,23.821701,0.000857,0.000207,0.00059,0.000283,0.12857,0.671,FAIL,150.0,100.0,15.18,0.0,0.0
905,55.1,0.2,4752,45,-45,45,-45,45,-45,Angle-Ply,128301.5,9836.5,9836.5,15460.700000000004,9276.420000000002,15460.700000000004,0.26735,0.26735,0.33592,417.762,99.925071,322.870122,165.260125,0.005968,0.001449,0.004087,0.001959,0.8952,1.694,No Fail,150.0,100.0,47.52,0.0,0.0
906,55.2,0.2,4773,45,-45,45,-45,45,-45,Angle-Ply,128528.0,9848.0,9848.0,15486.4,9291.84,15486.4,0.2672,0.2672,0.3358399999999999,435.496,105.519913,334.066255,171.529169,0.006221,0.001517,0.004237,0.002029,0.93321,1.744,No Fail,150.0,100.0,47.73,0.0,0.0
907,55.3,0.2,3171,45,-45,45,-45,45,-45,Angle-Ply,128754.5,9859.499999999998,9859.499999999998,15512.1,9307.259999999998,15512.1,0.26705,0.26705,0.33576,211.608,51.890712,161.09119,82.92871,0.003023,0.00074,0.002048,0.000979,0.45345,1.105,No Fail,150.0,100.0,31.71,0.0,0.0
908,55.4,0.2,4874,45,-45,45,-45,45,-45,Angle-Ply,128981.0,9870.999999999998,9870.999999999998,15537.799999999996,9322.679999999998,15537.799999999996,0.2669,0.2669,0.33568,468.818,116.23655,354.150157,182.687583,0.006697,0.001646,0.004514,0.002155,1.00461,1.839,No Fail,150.0,100.0,48.74,0.0,0.0
909,55.5,0.2,3761,45,-45,45,-45,45,-45,Angle-Ply,129207.5,9882.5,9882.5,15563.500000000002,9338.1,15563.500000000002,0.26675,0.26675,0.3356,335.463,84.00632,251.439932,129.898487,0.004792,0.001183,0.003214,0.001532,0.71885,1.458,No Fail,150.0,100.0,37.61,0.0,0.0
910,55.6,0.2,1813,45,-45,45,-45,45,-45,Angle-Ply,129434.0,9894.0,9894.0,15589.200000000004,9353.52,15589.200000000004,0.2666,0.2666,0.33552,61.759,15.603504,45.927263,23.74917,0.000882,0.000219,0.000589,0.00028,0.13234,0.676,FAIL,150.0,100.0,18.13,0.0,0.0
911,55.7,0.2,3373,45,-45,45,-45,45,-45,Angle-Ply,129660.5,9905.5,9905.5,15614.9,9368.94,15614.9,0.2664499999999999,0.2664499999999999,0.3354399999999999,266.281,67.798953,196.461277,101.630394,0.003804,0.000947,0.002527,0.0012,0.5706,1.261,No Fail,150.0,100.0,33.73,0.0,0.0
912,55.8,0.2,4778,45,-45,45,-45,45,-45,Angle-Ply,129887.0,9917.0,9917.0,15640.6,9384.36,15640.6,0.2663,0.2663,0.33536,401.964,103.019854,294.230779,152.183069,0.005742,0.001435,0.003797,0.001799,0.86135,1.648,No Fail,150.0,100.0,47.78,0.0,0.0
913,55.9,0.2,2113,45,-45,45,-45,45,-45,Angle-Ply,130113.5,9928.5,9928.5,15666.299999999996,9399.78,15666.299999999996,0.26615,0.26615,0.33528,93.546,24.103854,67.936035,35.113651,0.001336,0.000335,0.00088,0.000416,0.20046,0.767,FAIL,150.0,100.0,21.13,0.0,0.0
914,56.0,0.2,2115,45,-45,45,-45,45,-45,Angle-Ply,130340.0,9940.0,9940.0,15692.000000000002,9415.2,15692.000000000002,0.266,0.266,0.3352,97.166,25.140204,70.014122,36.143425,0.001388,0.00035,0.00091,0.000429,0.20821,0.778,FAIL,150.0,100.0,21.15,0.0,0.0
915,56.1,0.2,4990,45,-45,45,-45,45,-45,Angle-Ply,130566.5,9951.5,9951.5,15717.700000000004,9430.62,15717.700000000004,0.26585,0.26585,0.33512,403.61,104.729045,288.578894,148.714034,0.005766,0.001459,0.003768,0.001772,0.86488,1.653,No Fail,150.0,100.0,49.9,0.0,0.0
916,56.2,0.2,3234,45,-45,45,-45,45,-45,Angle-Ply,130793.0,9963.0,9963.0,15743.4,9446.04,15743.4,0.2657,0.2657,0.33504,270.38,70.27202,191.847579,98.643882,0.003863,0.000981,0.002516,0.00118,0.57939,1.273,No Fail,150.0,100.0,32.34,0.0,0.0
917,56.3,0.2,4867,45,-45,45,-45,45,-45,Angle-Ply,131019.5,9974.5,9974.5,15769.1,9461.46,15769.1,0.26555,0.26555,0.33496,388.532,101.015048,273.620339,140.30707,0.00555,0.001416,0.003603,0.001685,0.83257,1.61,No Fail,150.0,100.0,48.67,0.0,0.0
918,56.4,0.2,4569,45,-45,45,-45,45,-45,Angle-Ply,131246.0,9986.0,9986.0,15794.799999999996,9476.879999999996,15794.799999999996,0.2654,0.2654,0.33488,357.397,92.834557,249.853821,127.712964,0.005106,0.001308,0.003305,0.001541,0.76585,1.521,No Fail,150.0,100.0,45.69,0.0,0.0
919,56.5,0.2,3488,45,-45,45,-45,45,-45,Angle-Ply,131472.5,9997.5,9997.5,15820.499999999998,9492.3,15820.499999999998,0.26525,0.26525,0.3348,339.689,88.04194,235.785301,120.086716,0.004853,0.001248,0.003133,0.001456,0.7279,1.471,No Fail,150.0,100.0,34.88,0.0,0.0
920,56.6,0.2,4940,45,-45,45,-45,45,-45,Angle-Ply,131699.0,10009.0,10009.0,15846.200000000004,9507.72,15846.200000000004,0.2651,0.2651,0.33472,485.983,125.52571,335.008621,169.936763,0.006943,0.001792,0.004473,0.002071,1.04139,1.889,No Fail,150.0,100.0,49.4,0.0,0.0
921,56.7,0.2,4962,45,-45,45,-45,45,-45,Angle-Ply,131925.5,10020.5,10020.5,15871.9,9523.14,15871.9,0.2649499999999999,0.2649499999999999,0.33464,469.147,120.610454,321.25932,162.247466,0.006702,0.001736,0.004309,0.001988,1.00531,1.84,No Fail,150.0,100.0,49.62,0.0,0.0
922,56.8,0.2,3229,45,-45,45,-45,45,-45,Angle-Ply,132152.0,10032.0,10032.0,15897.6,9538.56,15897.6,0.2648,0.2648,0.3345599999999999,254.022,64.920523,172.844161,86.880182,0.003629,0.000944,0.00233,0.001071,0.54433,1.226,No Fail,150.0,100.0,32.29,0.0,0.0
923,56.9,0.2,4479,45,-45,45,-45,45,-45,Angle-Ply,132378.5,10043.5,10043.5,15923.299999999996,9553.979999999998,15923.299999999996,0.26465,0.26465,0.33448,346.336,87.887129,234.236448,117.147754,0.004948,0.001292,0.003172,0.001452,0.74215,1.49,No Fail,150.0,100.0,44.79,0.0,0.0
924,57.0,0.2,2175,45,-45,45,-45,45,-45,Angle-Ply,132605.0,10055.0,10055.0,15948.999999999998,9569.399999999998,15948.999999999998,0.2644999999999999,0.2644999999999999,0.3344,148.336,37.332599,99.752891,49.62564,0.002119,0.000555,0.001357,0.000619,0.31786,0.924,FAIL,150.0,100.0,21.75,0.0,0.0
925,57.1,0.2,2069,45,-45,45,-45,45,-45,Angle-Ply,132831.5,10066.500000000002,10066.500000000002,15974.700000000004,9584.820000000002,15974.700000000004,0.26435,0.26435,0.3343199999999999,175.257,43.696409,117.229339,57.999597,0.002504,0.000658,0.001603,0.000728,0.37555,1.001,No Fail,150.0,100.0,20.69,0.0,0.0
926,57.2,0.2,2400,45,-45,45,-45,45,-45,Angle-Ply,133058.00000000003,10078.000000000002,10078.000000000002,16000.4,9600.24,16000.4,0.2642,0.2642,0.33424,173.683,42.85404,115.603483,56.871522,0.002481,0.000655,0.001588,0.000718,0.37218,0.996,FAIL,150.0,100.0,24.0,0.0,0.0
927,57.3,0.2,4078,45,-45,45,-45,45,-45,Angle-Ply,133284.5,10089.5,10089.5,16026.1,9615.659999999998,16026.1,0.26405,0.26405,0.33416,384.332,93.748479,254.655787,124.555043,0.00549,0.001454,0.003514,0.001582,0.82357,1.598,No Fail,150.0,100.0,40.78,0.0,0.0
928,57.4,0.2,3487,45,-45,45,-45,45,-45,Angle-Ply,133511.0,10101.0,10101.0,16051.799999999996,9631.079999999998,16051.799999999996,0.2639,0.2639,0.33408,255.218,61.486315,168.415397,81.892489,0.003646,0.000969,0.002335,0.001046,0.5469,1.229,No Fail,150.0,100.0,34.87,0.0,0.0
929,57.5,0.2,2114,45,-45,45,-45,45,-45,Angle-Ply,133737.5,10112.5,10112.5,16077.499999999998,9646.499999999998,16077.499999999998,0.26375,0.26375,0.334,110.551,26.281861,72.686759,35.137062,0.001579,0.000421,0.001012,0.000452,0.23689,0.816,FAIL,150.0,100.0,21.14,0.0,0.0
930,57.6,0.2,4640,45,-45,45,-45,45,-45,Angle-Ply,133964.00000000003,10124.000000000002,10124.000000000002,16103.200000000004,9661.920000000002,16103.200000000004,0.2636,0.2636,0.33392,372.618,87.344277,244.222083,117.370596,0.005323,0.001423,0.003415,0.001517,0.79847,1.565,No Fail,150.0,100.0,46.4,0.0,0.0
931,57.7,0.2,3303,45,-45,45,-45,45,-45,Angle-Ply,134190.50000000003,10135.500000000002,10135.500000000002,16128.9,9677.34,16128.9,0.2634499999999999,0.2634499999999999,0.3338399999999999,231.461,53.458209,151.300537,72.296711,0.003307,0.000887,0.002125,0.000939,0.49599,1.161,No Fail,150.0,100.0,33.03,0.0,0.0
932,57.8,0.2,3842,45,-45,45,-45,45,-45,Angle-Ply,134417.0,10147.0,10147.0,16154.6,9692.759999999998,16154.6,0.2633,0.2633,0.33376,369.611,84.057767,241.083723,114.554447,0.00528,0.001421,0.003399,0.001496,0.79202,1.556,No Fail,150.0,100.0,38.42,0.0,0.0
933,57.9,0.2,1992,45,-45,45,-45,45,-45,Angle-Ply,134643.5,10158.5,10158.5,16180.299999999996,9708.179999999998,16180.299999999996,0.26315,0.26315,0.33368,159.195,35.631552,103.665987,48.992654,0.002274,0.000614,0.001467,0.000642,0.34113,0.955,FAIL,150.0,100.0,19.92,0.0,0.0
934,58.0,0.2,2368,45,-45,45,-45,45,-45,Angle-Ply,134870.0,10170.0,10170.0,16205.999999999998,9723.6,16205.999999999998,0.263,0.263,0.3336,184.813,40.694491,120.212696,56.519942,0.00264,0.000714,0.001707,0.000744,0.39603,1.028,No Fail,150.0,100.0,23.68,0.0,0.0
935,58.1,0.2,2324,45,-45,45,-45,45,-45,Angle-Ply,135096.5,10181.5,10181.5,16231.7,9739.02,16231.7,0.26285,0.26285,0.33352,186.862,40.466962,121.472879,56.834727,0.002669,0.000724,0.001731,0.000751,0.40042,1.034,No Fail,150.0,100.0,23.24,0.0,0.0
936,58.2,0.2,4839,45,-45,45,-45,45,-45,Angle-Ply,135323.00000000003,10193.000000000002,10193.000000000002,16257.4,9754.44,16257.4,0.2627,0.2627,0.3334399999999999,405.219,86.294213,263.402271,122.682389,0.005789,0.001575,0.003765,0.001626,0.86833,1.658,No Fail,150.0,100.0,48.39,0.0,0.0
937,58.3,0.2,4030,45,-45,45,-45,45,-45,Angle-Ply,135549.5,10204.5,10204.5,16283.1,9769.86,16283.1,0.26255,0.26255,0.33336,366.639,76.778399,238.435418,110.592061,0.005238,0.001429,0.003418,0.001469,0.78566,1.548,No Fail,150.0,100.0,40.3,0.0,0.0
938,58.4,0.2,3788,45,-45,45,-45,45,-45,Angle-Ply,135776.0,10216.0,10216.0,16308.799999999996,9785.28,16308.799999999996,0.2624,0.2624,0.33328,371.857,76.585193,242.069712,111.85652,0.005312,0.001452,0.003479,0.001489,0.79684,1.562,No Fail,150.0,100.0,37.88,0.0,0.0
939,58.5,0.2,1717,45,-45,45,-45,45,-45,Angle-Ply,136002.5,10227.5,10227.5,16334.499999999998,9800.7,16334.499999999998,0.26225,0.26225,0.3332,74.664,15.127767,48.67836,22.418903,0.001067,0.000292,0.000702,0.000299,0.15999,0.713,FAIL,150.0,100.0,17.17,0.0,0.0
940,58.6,0.2,2574,45,-45,45,-45,45,-45,Angle-Ply,136229.0,10239.0,10239.0,16360.2,9816.12,16360.2,0.2621,0.2621,0.3331199999999999,229.205,45.706408,149.738495,68.765332,0.003274,0.000899,0.002161,0.000917,0.49115,1.155,No Fail,150.0,100.0,25.74,0.0,0.0
941,58.7,0.2,3259,45,-45,45,-45,45,-45,Angle-Ply,136455.50000000003,10250.500000000002,10250.500000000002,16385.9,9831.54,16385.9,0.2619499999999999,0.2619499999999999,0.33304,272.168,53.449533,178.258894,81.668136,0.003888,0.00107,0.002578,0.001089,0.58322,1.278,No Fail,150.0,100.0,32.59,0.0,0.0
942,58.8,0.2,3962,45,-45,45,-45,45,-45,Angle-Ply,136682.0,10262.0,10262.0,16411.6,9846.96,16411.6,0.2618,0.2618,0.33296,295.272,57.15017,193.97947,88.702349,0.004218,0.001163,0.00281,0.001182,0.63273,1.344,No Fail,150.0,100.0,39.62,0.0,0.0
943,58.9,0.2,1911,45,-45,45,-45,45,-45,Angle-Ply,136908.5,10273.5,10273.5,16437.3,9862.38,16437.3,0.26165,0.26165,0.33288,136.798,26.119657,90.186327,41.182492,0.001954,0.00054,0.001308,0.000548,0.29314,0.891,FAIL,150.0,100.0,19.11,0.0,0.0
944,59.0,0.2,2533,45,-45,45,-45,45,-45,Angle-Ply,137135.0,10285.0,10285.0,16463.0,9877.8,16463.0,0.2614999999999999,0.2614999999999999,0.3328,138.582,26.131162,91.726719,41.847967,0.00198,0.000548,0.001332,0.000556,0.29696,0.896,FAIL,150.0,100.0,25.33,0.0,0.0
945,59.1,0.2,2267,45,-45,45,-45,45,-45,Angle-Ply,137361.5,10296.5,10296.5,16488.7,9893.22,16488.7,0.2613499999999999,0.2613499999999999,0.33272,142.451,26.559379,94.705436,43.188756,0.002035,0.000564,0.001376,0.000572,0.30525,0.907,FAIL,150.0,100.0,22.67,0.0,0.0
946,59.2,0.2,2036,45,-45,45,-45,45,-45,Angle-Ply,137588.00000000003,10308.000000000002,10308.000000000002,16514.4,9908.64,16514.4,0.2612,0.2612,0.33264,169.479,31.287101,113.221471,51.635297,0.002421,0.000672,0.001645,0.000682,0.36317,0.984,FAIL,150.0,100.0,20.36,0.0,0.0
947,59.3,0.2,3620,45,-45,45,-45,45,-45,Angle-Ply,137814.5,10319.5,10319.5,16540.1,9924.06,16540.1,0.26105,0.26105,0.3325599999999999,274.214,50.198071,184.153182,84.026403,0.003917,0.001089,0.002677,0.001105,0.5876,1.283,No Fail,150.0,100.0,36.2,0.0,0.0
948,59.4,0.2,3422,45,-45,45,-45,45,-45,Angle-Ply,138041.0,10331.0,10331.0,16565.8,9939.48,16565.8,0.2609,0.2609,0.33248,288.699,52.491497,194.972887,89.046232,0.004124,0.001148,0.002834,0.001166,0.61864,1.325,No Fail,150.0,100.0,34.22,0.0,0.0
949,59.5,0.2,3381,45,-45,45,-45,45,-45,Angle-Ply,138267.5,10342.5,10342.5,16591.5,9954.9,16591.5,0.26075,0.26075,0.3324,278.332,50.348964,189.096243,86.477422,0.003976,0.001108,0.002747,0.001127,0.59643,1.295,No Fail,150.0,100.0,33.81,0.0,0.0
950,59.6,0.2,2264,45,-45,45,-45,45,-45,Angle-Ply,138494.0,10354.0,10354.0,16617.2,9970.32,16617.2,0.2606,0.2606,0.33232,136.837,24.670726,93.552187,42.85603,0.001955,0.000545,0.001359,0.000556,0.29322,0.891,FAIL,150.0,100.0,22.64,0.0,0.0
951,59.7,0.2,4142,45,-45,45,-45,45,-45,Angle-Ply,138720.5,10365.5,10365.5,16642.9,9985.74,16642.9,0.26045,0.26045,0.33224,384.565,69.228696,264.654047,121.483936,0.005494,0.001534,0.00384,0.001567,0.82407,1.599,No Fail,150.0,100.0,41.42,0.0,0.0
952,59.8,0.2,1787,45,-45,45,-45,45,-45,Angle-Ply,138947.0,10377.0,10377.0,16668.6,10001.159999999998,16668.6,0.2603,0.2603,0.33216,62.648,11.281262,43.409993,19.972843,0.000895,0.00025,0.000629,0.000256,0.13425,0.679,FAIL,150.0,100.0,17.87,0.0,0.0
953,59.9,0.2,3963,45,-45,45,-45,45,-45,Angle-Ply,139173.5,10388.5,10388.5,16694.3,10016.58,16694.3,0.26015,0.26015,0.33208,343.775,62.037332,239.90163,110.663215,0.004911,0.001373,0.003473,0.001411,0.73666,1.482,No Fail,150.0,100.0,39.63,0.0,0.0
954,60.0,0.2,3475,45,-45,45,-45,45,-45,Angle-Ply,139400.0,10400.0,10400.0,16720.0,10032.0,16720.0,0.26,0.26,0.332,330.821,59.935173,232.551004,107.572234,0.004726,0.001322,0.003362,0.001364,0.7089,1.445,No Fail,150.0,100.0,34.75,0.0,0.0
955,60.1,0.2,3417,45,-45,45,-45,45,-45,Angle-Ply,139626.5,10411.5,10411.5,16745.7,10047.42,16745.7,0.25985,0.25985,0.33192,326.342,59.460679,231.121984,107.228118,0.004662,0.001305,0.003336,0.001351,0.6993,1.432,No Fail,150.0,100.0,34.17,0.0,0.0
956,60.2,0.2,3504,45,-45,45,-45,45,-45,Angle-Ply,139853.0,10423.0,10423.0,16771.4,10062.84,16771.4,0.2597,0.2597,0.33184,287.889,52.841535,205.447291,95.611111,0.004113,0.001151,0.002961,0.001198,0.6169,1.323,No Fail,150.0,100.0,35.04,0.0,0.0
957,60.3,0.2,2648,45,-45,45,-45,45,-45,Angle-Ply,140079.5,10434.5,10434.5,16797.1,10078.259999999998,16797.1,0.25955,0.25955,0.33176,233.844,43.306521,168.174297,78.513578,0.003341,0.000935,0.002419,0.000977,0.5011,1.168,No Fail,150.0,100.0,26.48,0.0,0.0
958,60.4,0.2,1907,45,-45,45,-45,45,-45,Angle-Ply,140306.0,10446.0,10446.0,16822.8,10093.679999999998,16822.8,0.2594,0.2594,0.33168,113.742,21.284232,82.442362,38.612808,0.001625,0.000455,0.001183,0.000478,0.24373,0.825,FAIL,150.0,100.0,19.07,0.0,0.0
959,60.5,0.2,3541,45,-45,45,-45,45,-45,Angle-Ply,140532.5,10457.5,10457.5,16848.5,10109.1,16848.5,0.25925,0.25925,0.3316,324.246,61.390143,236.878586,111.302159,0.004632,0.001297,0.003392,0.001369,0.69481,1.426,No Fail,150.0,100.0,35.41,0.0,0.0
960,60.6,0.2,3286,45,-45,45,-45,45,-45,Angle-Ply,140759.0,10469.0,10469.0,16874.2,10124.52,16874.2,0.2591,0.2591,0.33152,309.1,59.282285,227.606533,107.286079,0.004416,0.001236,0.003253,0.001312,0.66236,1.383,No Fail,150.0,100.0,32.86,0.0,0.0
961,60.7,0.2,3087,45,-45,45,-45,45,-45,Angle-Ply,140985.5,10480.5,10480.5,16899.9,10139.94,16899.9,0.25895,0.25895,0.3314399999999999,210.059,40.852476,155.905785,73.717322,0.003001,0.00084,0.002223,0.000897,0.45013,1.1,No Fail,150.0,100.0,30.87,0.0,0.0
962,60.8,0.2,3099,45,-45,45,-45,45,-45,Angle-Ply,141212.0,10492.0,10492.0,16925.6,10155.36,16925.6,0.2588,0.2588,0.33136,243.239,48.011167,181.960898,86.295162,0.003475,0.000972,0.002588,0.001045,0.52123,1.195,No Fail,150.0,100.0,30.99,0.0,0.0
963,60.9,0.2,3118,45,-45,45,-45,45,-45,Angle-Ply,141438.5,10503.5,10503.5,16951.3,10170.78,16951.3,0.25865,0.25865,0.33128,294.543,59.04739,222.07238,105.618957,0.004208,0.001176,0.00315,0.001272,0.63116,1.342,No Fail,150.0,100.0,31.18,0.0,0.0
964,61.0,0.2,4031,45,-45,45,-45,45,-45,Angle-Ply,141665.0,10515.0,10515.0,16977.0,10186.2,16977.0,0.2584999999999999,0.2584999999999999,0.3312,312.253,63.612496,237.257086,113.143553,0.004461,0.001246,0.003357,0.001357,0.66911,1.392,No Fail,150.0,100.0,40.31,0.0,0.0
965,61.1,0.2,4358,45,-45,45,-45,45,-45,Angle-Ply,141891.5,10526.5,10526.5,17002.7,10201.62,17002.7,0.2583499999999999,0.2583499999999999,0.3311199999999999,391.857,81.155643,300.027967,143.432456,0.005598,0.001562,0.004234,0.001714,0.83969,1.62,No Fail,150.0,100.0,43.58,0.0,0.0
966,61.2,0.2,3524,45,-45,45,-45,45,-45,Angle-Ply,142118.0,10538.0,10538.0,17028.4,10217.04,17028.4,0.2582,0.2582,0.33104,264.055,55.608926,203.701573,97.601253,0.003772,0.001051,0.002867,0.001162,0.56583,1.254,No Fail,150.0,100.0,35.24,0.0,0.0
967,61.3,0.2,2706,45,-45,45,-45,45,-45,Angle-Ply,142344.5,10549.5,10549.5,17054.1,10232.46,17054.1,0.25805,0.25805,0.33096,251.341,53.828295,195.327491,93.775505,0.003591,0.001,0.002742,0.001113,0.53859,1.218,No Fail,150.0,100.0,27.06,0.0,0.0
968,61.4,0.2,4979,45,-45,45,-45,45,-45,Angle-Ply,142571.0,10561.0,10561.0,17079.8,10247.88,17079.8,0.2579,0.2579,0.33088,494.893,107.778294,387.37884,186.297562,0.00707,0.001966,0.005423,0.002206,1.06048,1.914,No Fail,150.0,100.0,49.79,0.0,0.0
969,61.5,0.2,1742,45,-45,45,-45,45,-45,Angle-Ply,142797.5,10572.5,10572.5,17105.5,10263.3,17105.5,0.25775,0.25775,0.3308,60.0,13.284956,47.295045,22.777385,0.000857,0.000238,0.00066,0.000269,0.12857,0.671,FAIL,150.0,100.0,17.42,0.0,0.0
970,61.6,0.2,1611,45,-45,45,-45,45,-45,Angle-Ply,143024.0,10584.0,10584.0,17131.2,10278.72,17131.2,0.2576,0.2576,0.33072,60.0,13.50235,47.616989,22.957853,0.000857,0.000238,0.000663,0.000271,0.12857,0.671,FAIL,150.0,100.0,16.11,0.0,0.0
971,61.7,0.2,4191,45,-45,45,-45,45,-45,Angle-Ply,143250.5,10595.5,10595.5,17156.9,10294.14,17156.9,0.25745,0.25745,0.33064,372.514,85.164442,297.57585,143.58392,0.005322,0.001473,0.004133,0.001694,0.79824,1.564,No Fail,150.0,100.0,41.91,0.0,0.0
972,61.8,0.2,4924,45,-45,45,-45,45,-45,Angle-Ply,143477.0,10607.0,10607.0,17182.6,10309.56,17182.6,0.2573,0.2573,0.3305599999999999,413.101,95.893632,332.082493,160.304207,0.005901,0.001631,0.0046,0.00189,0.88522,1.68,No Fail,150.0,100.0,49.24,0.0,0.0
973,61.9,0.2,2971,45,-45,45,-45,45,-45,Angle-Ply,143703.5,10618.5,10618.5,17208.3,10324.98,17208.3,0.25715,0.25715,0.33048,215.142,50.674855,173.993252,83.998111,0.003073,0.000848,0.002404,0.000991,0.46102,1.115,No Fail,150.0,100.0,29.71,0.0,0.0
974,62.0,0.2,2839,45,-45,45,-45,45,-45,Angle-Ply,143930.0,10630.0,10630.0,17234.0,10340.4,17234.0,0.257,0.257,0.3304,163.349,39.011549,132.86696,64.12625,0.002334,0.000643,0.001832,0.000758,0.35003,0.967,FAIL,150.0,100.0,28.39,0.0,0.0
975,62.1,0.2,4674,45,-45,45,-45,45,-45,Angle-Ply,144156.5,10641.5,10641.5,17259.7,10355.82,17259.7,0.25685,0.25685,0.33032,374.839,90.692196,306.554671,147.859472,0.005355,0.001471,0.004216,0.00175,0.80323,1.571,No Fail,150.0,100.0,46.74,0.0,0.0
976,62.2,0.2,3890,45,-45,45,-45,45,-45,Angle-Ply,144383.0,10653.0,10653.0,17285.4,10371.24,17285.4,0.2567,0.2567,0.33024,343.502,84.121879,282.369871,136.05687,0.004907,0.001345,0.003874,0.001614,0.73608,1.481,No Fail,150.0,100.0,38.9,0.0,0.0
977,62.3,0.2,3388,45,-45,45,-45,45,-45,Angle-Ply,144609.5,10664.5,10664.5,17311.1,10386.659999999998,17311.1,0.25655,0.25655,0.33016,258.382,63.984276,213.419901,102.691671,0.003691,0.00101,0.002921,0.001222,0.55368,1.238,No Fail,150.0,100.0,33.88,0.0,0.0
978,62.4,0.2,2717,45,-45,45,-45,45,-45,Angle-Ply,144836.0,10676.0,10676.0,17336.8,10402.08,17336.8,0.2564,0.2564,0.33008,186.875,46.745983,155.04577,74.47238,0.00267,0.000729,0.002118,0.00089,0.40045,1.034,No Fail,150.0,100.0,27.17,0.0,0.0
979,62.5,0.2,3380,45,-45,45,-45,45,-45,Angle-Ply,145062.5,10687.5,10687.5,17362.5,10417.5,17362.5,0.25625,0.25625,0.33,309.809,78.198295,258.099138,123.706923,0.004426,0.001205,0.003518,0.001485,0.66388,1.385,No Fail,150.0,100.0,33.8,0.0,0.0
980,62.6,0.2,4048,45,-45,45,-45,45,-45,Angle-Ply,145289.0,10699.0,10699.0,17388.2,10432.92,17388.2,0.2561,0.2561,0.32992,344.015,87.518371,287.671715,137.53556,0.004915,0.001334,0.003913,0.00166,0.73718,1.483,No Fail,150.0,100.0,40.48,0.0,0.0
981,62.7,0.2,1512,45,-45,45,-45,45,-45,Angle-Ply,145515.5,10710.5,10710.5,17413.9,10448.34,17413.9,0.25595,0.25595,0.32984,103.262,26.446777,86.641737,41.304322,0.001475,0.000399,0.001176,0.000501,0.22128,0.795,FAIL,150.0,100.0,15.12,0.0,0.0
982,62.8,0.2,2544,45,-45,45,-45,45,-45,Angle-Ply,145742.0,10722.0,10722.0,17439.6,10463.759999999998,17439.6,0.2558,0.2558,0.32976,236.326,60.860011,198.88457,94.506724,0.003376,0.000912,0.002695,0.001154,0.50641,1.175,No Fail,150.0,100.0,25.44,0.0,0.0
983,62.9,0.2,3406,45,-45,45,-45,45,-45,Angle-Ply,145968.5,10733.5,10733.5,17465.3,10479.179999999998,17465.3,0.25565,0.25565,0.32968,259.062,67.000706,218.589534,103.497637,0.003701,0.000996,0.002957,0.001273,0.55513,1.24,No Fail,150.0,100.0,34.06,0.0,0.0
984,63.0,0.2,4382,45,-45,45,-45,45,-45,Angle-Ply,146195.0,10745.0,10745.0,17491.0,10494.6,17491.0,0.2555,0.2555,0.3296,379.781,98.519543,321.162941,151.466406,0.005425,0.001456,0.004338,0.001878,0.81382,1.585,No Fail,150.0,100.0,43.82,0.0,0.0
985,63.1,0.2,2712,45,-45,45,-45,45,-45,Angle-Ply,146421.5,10756.5,10756.5,17516.7,10510.02,17516.7,0.2553499999999999,0.2553499999999999,0.32952,230.117,59.800356,194.955597,91.552832,0.003287,0.00088,0.002629,0.001144,0.49311,1.157,No Fail,150.0,100.0,27.12,0.0,0.0
986,63.2,0.2,4781,45,-45,45,-45,45,-45,Angle-Ply,146648.0,10768.0,10768.0,17542.4,10525.44,17542.4,0.2552,0.2552,0.3294399999999999,450.571,117.147547,382.271142,178.695618,0.006437,0.001717,0.00515,0.002254,0.96551,1.787,No Fail,150.0,100.0,47.81,0.0,0.0
987,63.3,0.2,1895,45,-45,45,-45,45,-45,Angle-Ply,146874.5,10779.5,10779.5,17568.1,10540.86,17568.1,0.25505,0.25505,0.32936,90.353,23.473372,76.735652,35.695513,0.001291,0.000343,0.001033,0.000455,0.19361,0.758,FAIL,150.0,100.0,18.95,0.0,0.0
988,63.4,0.2,2967,45,-45,45,-45,45,-45,Angle-Ply,147101.0,10791.0,10791.0,17593.8,10556.28,17593.8,0.2549,0.2549,0.32928,197.049,51.088083,167.455431,77.493436,0.002815,0.000746,0.002251,0.000997,0.42225,1.063,No Fail,150.0,100.0,29.67,0.0,0.0
