Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,Equivalent Stress Maximum (MPa),Equivalent Elastic Strain Maximum (mm/mm),Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status
489,63.7,0.2,4812,0,90,90,90,90,0,Cross-Ply,572.722,0.008182,1.22726,2.136,No Fail
490,63.8,0.2,3224,0,90,90,90,90,0,Cross-Ply,341.416,0.004877,0.73161,1.475,No Fail
491,63.9,0.2,4605,0,90,90,90,90,0,Cross-Ply,551.084,0.007873,1.1809,2.075,No Fail
492,64.0,0.2,3088,0,90,90,90,90,0,Cross-Ply,345.676,0.004938,0.74073,1.488,No Fail
493,64.1,0.2,4101,0,90,90,90,90,0,Cross-Ply,408.827,0.00584,0.87606,1.668,No Fail
494,64.2,0.2,2967,0,90,90,90,90,0,Cross-Ply,222.768,0.003182,0.47736,1.136,No Fail
495,64.3,0.2,2041,0,90,90,90,90,0,Cross-Ply,127.41,0.00182,0.27302,0.864,FAIL
496,64.4,0.2,1847,0,90,90,90,90,0,Cross-Ply,144.983,0.002071,0.31068,0.914,FAIL
497,64.5,0.2,2928,0,90,90,90,90,0,Cross-Ply,277.956,0.003971,0.59562,1.294,No Fail
498,64.6,0.2,1615,0,90,90,90,90,0,Cross-Ply,60.0,0.000857,0.12857,0.671,FAIL
499,64.7,0.2,3052,0,90,90,90,90,0,Cross-Ply,309.933,0.004428,0.66414,1.386,No Fail
500,64.8,0.2,4494,0,90,90,90,90,0,Cross-Ply,423.745,0.006053,0.90802,1.711,No Fail
501,64.9,0.2,3900,45,-45,45,-45,45,-45,Angle-Ply,374.457,0.005349,0.80241,1.57,No Fail
502,65.0,0.2,4922,45,-45,45,-45,45,-45,Angle-Ply,436.822,0.00624,0.93605,1.748,No Fail
503,40.0,0.2,2893,45,-45,45,-45,45,-45,Angle-Ply,237.76,0.003397,0.50949,1.179,No Fail
504,40.1,0.2,1928,45,-45,45,-45,45,-45,Angle-Ply,151.677,0.002167,0.32502,0.933,FAIL
505,40.2,0.2,3092,45,-45,45,-45,45,-45,Angle-Ply,206.296,0.002947,0.44206,1.089,No Fail
506,40.3,0.2,3746,45,-45,45,-45,45,-45,Angle-Ply,296.985,0.004243,0.6364,1.349,No Fail
507,40.4,0.2,1575,45,-45,45,-45,45,-45,Angle-Ply,69.581,0.000994,0.1491,0.699,FAIL
508,40.5,0.2,2352,45,-45,45,-45,45,-45,Angle-Ply,133.095,0.001901,0.2852,0.88,FAIL
509,40.6,0.2,3476,45,-45,45,-45,45,-45,Angle-Ply,325.811,0.004654,0.69817,1.431,No Fail
510,40.7,0.2,4178,45,-45,45,-45,45,-45,Angle-Ply,407.82,0.005826,0.8739,1.665,No Fail
511,40.8,0.2,2256,45,-45,45,-45,45,-45,Angle-Ply,185.257,0.002647,0.39698,1.029,No Fail
512,40.9,0.2,2650,45,-45,45,-45,45,-45,Angle-Ply,156.268,0.002232,0.33486,0.946,FAIL
513,41.0,0.2,4652,45,-45,45,-45,45,-45,Angle-Ply,450.465,0.006435,0.96528,1.787,No Fail
514,41.1,0.2,4504,45,-45,45,-45,45,-45,Angle-Ply,450.171,0.006431,0.96465,1.786,No Fail
515,41.2,0.2,1955,45,-45,45,-45,45,-45,Angle-Ply,159.511,0.002279,0.34181,0.956,FAIL
516,41.3,0.2,2111,45,-45,45,-45,45,-45,Angle-Ply,164.889,0.002356,0.35333,0.971,FAIL
517,41.4,0.2,1590,45,-45,45,-45,45,-45,Angle-Ply,64.351,0.000919,0.13789,0.684,FAIL
518,41.5,0.2,4265,45,-45,45,-45,45,-45,Angle-Ply,423.009,0.006043,0.90645,1.709,No Fail
519,41.6,0.2,2633,45,-45,45,-45,45,-45,Angle-Ply,222.689,0.003181,0.47719,1.136,No Fail
520,41.7,0.2,1683,45,-45,45,-45,45,-45,Angle-Ply,126.988,0.001814,0.27212,0.863,FAIL
521,41.8,0.2,3341,45,-45,45,-45,45,-45,Angle-Ply,244.755,0.003496,0.52447,1.199,No Fail
522,41.9,0.2,3167,45,-45,45,-45,45,-45,Angle-Ply,225.489,0.003221,0.48319,1.144,No Fail
523,42.0,0.2,3296,45,-45,45,-45,45,-45,Angle-Ply,235.978,0.003371,0.50567,1.174,No Fail
524,42.1,0.2,3263,45,-45,45,-45,45,-45,Angle-Ply,304.673,0.004352,0.65287,1.37,No Fail
525,42.2,0.2,1652,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
526,42.3,0.2,4534,45,-45,45,-45,45,-45,Angle-Ply,369.13,0.005273,0.79099,1.555,No Fail
527,42.4,0.2,3103,45,-45,45,-45,45,-45,Angle-Ply,242.823,0.003469,0.52034,1.194,No Fail
528,42.5,0.2,1713,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
529,42.6,0.2,2906,45,-45,45,-45,45,-45,Angle-Ply,226.081,0.00323,0.48446,1.146,No Fail
530,42.7,0.2,3216,45,-45,45,-45,45,-45,Angle-Ply,237.223,0.003389,0.50834,1.178,No Fail
531,42.8,0.2,1757,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
532,42.9,0.2,3629,45,-45,45,-45,45,-45,Angle-Ply,347.211,0.00496,0.74402,1.492,No Fail
533,43.0,0.2,2463,45,-45,45,-45,45,-45,Angle-Ply,222.862,0.003184,0.47756,1.137,No Fail
534,43.1,0.2,3419,45,-45,45,-45,45,-45,Angle-Ply,264.906,0.003784,0.56766,1.257,No Fail
535,43.2,0.2,4981,45,-45,45,-45,45,-45,Angle-Ply,466.849,0.006669,1.00039,1.834,No Fail
536,43.3,0.2,3088,45,-45,45,-45,45,-45,Angle-Ply,240.204,0.003431,0.51472,1.186,No Fail
537,43.4,0.2,1847,45,-45,45,-45,45,-45,Angle-Ply,98.103,0.001401,0.21022,0.78,FAIL
538,43.5,0.2,4485,45,-45,45,-45,45,-45,Angle-Ply,372.563,0.005322,0.79835,1.564,No Fail
539,43.6,0.2,4191,45,-45,45,-45,45,-45,Angle-Ply,346.369,0.004948,0.74222,1.49,No Fail
540,43.7,0.2,2253,45,-45,45,-45,45,-45,Angle-Ply,129.428,0.001849,0.27735,0.87,FAIL
541,43.8,0.2,2300,45,-45,45,-45,45,-45,Angle-Ply,163.603,0.002337,0.35058,0.967,FAIL
542,43.9,0.2,3087,45,-45,45,-45,45,-45,Angle-Ply,260.818,0.003726,0.5589,1.245,No Fail
543,44.0,0.2,1833,45,-45,45,-45,45,-45,Angle-Ply,117.016,0.001672,0.25075,0.834,FAIL
544,44.1,0.2,3828,45,-45,45,-45,45,-45,Angle-Ply,331.32,0.004733,0.70997,1.447,No Fail
545,44.2,0.2,2034,45,-45,45,-45,45,-45,Angle-Ply,143.273,0.002047,0.30701,0.909,FAIL
546,44.3,0.2,1735,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
547,44.4,0.2,1826,45,-45,45,-45,45,-45,Angle-Ply,71.41,0.00102,0.15302,0.704,FAIL
548,44.5,0.2,4086,45,-45,45,-45,45,-45,Angle-Ply,394.836,0.005641,0.84608,1.628,No Fail
549,44.6,0.2,3447,45,-45,45,-45,45,-45,Angle-Ply,248.637,0.003552,0.53279,1.21,No Fail
550,44.7,0.2,3466,45,-45,45,-45,45,-45,Angle-Ply,274.941,0.003928,0.58916,1.286,No Fail
551,44.8,0.2,1928,45,-45,45,-45,45,-45,Angle-Ply,136.602,0.001951,0.29272,0.89,FAIL
552,44.9,0.2,3829,45,-45,45,-45,45,-45,Angle-Ply,339.31,0.004847,0.72709,1.469,No Fail
553,45.0,0.2,4538,45,-45,45,-45,45,-45,Angle-Ply,373.108,0.00533,0.79952,1.566,No Fail
554,45.1,0.2,4889,45,-45,45,-45,45,-45,Angle-Ply,414.18,0.005917,0.88753,1.683,No Fail
555,45.2,0.2,2731,45,-45,45,-45,45,-45,Angle-Ply,194.078,0.002773,0.41588,1.055,No Fail
556,45.3,0.2,2245,45,-45,45,-45,45,-45,Angle-Ply,144.0,0.002057,0.30857,0.911,FAIL
557,45.4,0.2,2285,45,-45,45,-45,45,-45,Angle-Ply,139.837,0.001998,0.29965,0.9,FAIL
558,45.5,0.2,4459,45,-45,45,-45,45,-45,Angle-Ply,433.864,0.006198,0.92971,1.74,No Fail
559,45.6,0.2,4169,45,-45,45,-45,45,-45,Angle-Ply,374.568,0.005351,0.80265,1.57,No Fail
560,45.7,0.2,4325,45,-45,45,-45,45,-45,Angle-Ply,369.127,0.005273,0.79099,1.555,No Fail
561,45.8,0.2,4911,45,-45,45,-45,45,-45,Angle-Ply,403.102,0.005759,0.86379,1.652,No Fail
562,45.9,0.2,3648,45,-45,45,-45,45,-45,Angle-Ply,269.541,0.003851,0.57759,1.27,No Fail
563,46.0,0.2,1592,45,-45,45,-45,45,-45,Angle-Ply,66.512,0.00095,0.14253,0.69,FAIL
564,46.1,0.2,4403,45,-45,45,-45,45,-45,Angle-Ply,339.195,0.004846,0.72685,1.469,No Fail
565,46.2,0.2,2131,45,-45,45,-45,45,-45,Angle-Ply,165.313,0.002362,0.35424,0.972,FAIL
566,46.3,0.2,2581,45,-45,45,-45,45,-45,Angle-Ply,166.905,0.002384,0.35765,0.977,FAIL
567,46.4,0.2,1521,45,-45,45,-45,45,-45,Angle-Ply,91.607,0.001309,0.1963,0.762,FAIL
568,46.5,0.2,3482,45,-45,45,-45,45,-45,Angle-Ply,246.124,0.003516,0.52741,1.203,No Fail
569,46.6,0.2,1997,45,-45,45,-45,45,-45,Angle-Ply,136.344,0.001948,0.29217,0.89,FAIL
570,46.7,0.2,1607,45,-45,45,-45,45,-45,Angle-Ply,69.206,0.000989,0.1483,0.698,FAIL
571,46.8,0.2,2253,45,-45,45,-45,45,-45,Angle-Ply,126.74,0.001811,0.27159,0.862,FAIL
572,46.9,0.2,2693,45,-45,45,-45,45,-45,Angle-Ply,209.517,0.002993,0.44896,1.099,No Fail
573,47.0,0.2,4026,45,-45,45,-45,45,-45,Angle-Ply,358.798,0.005126,0.76885,1.525,No Fail
574,47.1,0.2,3487,45,-45,45,-45,45,-45,Angle-Ply,256.652,0.003666,0.54997,1.233,No Fail
575,47.2,0.2,1684,45,-45,45,-45,45,-45,Angle-Ply,136.711,0.001953,0.29295,0.891,FAIL
576,47.3,0.2,3662,45,-45,45,-45,45,-45,Angle-Ply,342.543,0.004893,0.73402,1.479,No Fail
577,47.4,0.2,2452,45,-45,45,-45,45,-45,Angle-Ply,156.066,0.00223,0.33443,0.946,FAIL
578,47.5,0.2,3200,45,-45,45,-45,45,-45,Angle-Ply,238.091,0.003401,0.51019,1.18,No Fail
579,47.6,0.2,2456,45,-45,45,-45,45,-45,Angle-Ply,181.516,0.002593,0.38896,1.019,No Fail
580,47.7,0.2,1898,45,-45,45,-45,45,-45,Angle-Ply,87.489,0.00125,0.18748,0.75,FAIL
581,47.8,0.2,2491,45,-45,45,-45,45,-45,Angle-Ply,186.636,0.002666,0.39994,1.033,No Fail
582,47.9,0.2,3203,45,-45,45,-45,45,-45,Angle-Ply,236.671,0.003381,0.50715,1.176,No Fail
583,48.0,0.2,1659,45,-45,45,-45,45,-45,Angle-Ply,71.117,0.001016,0.15239,0.703,FAIL
584,48.1,0.2,3598,45,-45,45,-45,45,-45,Angle-Ply,309.856,0.004427,0.66398,1.385,No Fail
585,48.2,0.2,2555,45,-45,45,-45,45,-45,Angle-Ply,239.106,0.003416,0.51237,1.183,No Fail
586,48.3,0.2,1980,45,-45,45,-45,45,-45,Angle-Ply,155.061,0.002215,0.33227,0.943,FAIL
587,48.4,0.2,2648,45,-45,45,-45,45,-45,Angle-Ply,222.434,0.003178,0.47664,1.136,No Fail
588,48.5,0.2,4115,45,-45,45,-45,45,-45,Angle-Ply,407.537,0.005822,0.87329,1.664,No Fail
589,48.6,0.2,2831,45,-45,45,-45,45,-45,Angle-Ply,250.743,0.003582,0.53731,1.216,No Fail
590,48.7,0.2,3251,45,-45,45,-45,45,-45,Angle-Ply,239.103,0.003416,0.51236,1.183,No Fail
591,48.8,0.2,4322,45,-45,45,-45,45,-45,Angle-Ply,340.741,0.004868,0.73016,1.474,No Fail
592,48.9,0.2,4516,45,-45,45,-45,45,-45,Angle-Ply,443.963,0.006342,0.95135,1.768,No Fail
593,49.0,0.2,1566,45,-45,45,-45,45,-45,Angle-Ply,128.516,0.001836,0.27539,0.867,FAIL
594,49.1,0.2,4517,45,-45,45,-45,45,-45,Angle-Ply,352.392,0.005034,0.75513,1.507,No Fail
595,49.2,0.2,3507,45,-45,45,-45,45,-45,Angle-Ply,280.563,0.004008,0.60121,1.302,No Fail
596,49.3,0.2,2962,45,-45,45,-45,45,-45,Angle-Ply,207.262,0.002961,0.44413,1.092,No Fail
597,49.4,0.2,1573,45,-45,45,-45,45,-45,Angle-Ply,121.445,0.001735,0.26024,0.847,FAIL
598,49.5,0.2,4305,45,-45,45,-45,45,-45,Angle-Ply,393.825,0.005626,0.84391,1.625,No Fail
599,49.6,0.2,4412,45,-45,45,-45,45,-45,Angle-Ply,373.748,0.005339,0.80089,1.568,No Fail
600,49.7,0.2,1808,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
601,49.8,0.2,2352,45,-45,45,-45,45,-45,Angle-Ply,126.769,0.001811,0.27165,0.862,FAIL
602,49.9,0.2,3334,45,-45,45,-45,45,-45,Angle-Ply,260.46,0.003721,0.55813,1.244,No Fail
603,50.0,0.2,2586,45,-45,45,-45,45,-45,Angle-Ply,200.541,0.002865,0.42973,1.073,No Fail
604,50.1,0.2,2666,45,-45,45,-45,45,-45,Angle-Ply,215.233,0.003075,0.46121,1.115,No Fail
605,50.2,0.2,3287,45,-45,45,-45,45,-45,Angle-Ply,300.804,0.004297,0.64458,1.359,No Fail
606,50.3,0.2,3285,45,-45,45,-45,45,-45,Angle-Ply,306.447,0.004378,0.65667,1.376,No Fail
607,50.4,0.2,2723,45,-45,45,-45,45,-45,Angle-Ply,160.224,0.002289,0.34334,0.958,FAIL
608,50.5,0.2,4366,45,-45,45,-45,45,-45,Angle-Ply,357.006,0.0051,0.76501,1.52,No Fail
609,50.6,0.2,2327,45,-45,45,-45,45,-45,Angle-Ply,127.286,0.001818,0.27275,0.864,FAIL
610,50.7,0.2,2190,45,-45,45,-45,45,-45,Angle-Ply,184.753,0.002639,0.3959,1.028,No Fail
611,50.8,0.2,4161,45,-45,45,-45,45,-45,Angle-Ply,348.302,0.004976,0.74636,1.495,No Fail
612,50.9,0.2,2120,45,-45,45,-45,45,-45,Angle-Ply,122.166,0.001745,0.26178,0.849,FAIL
613,51.0,0.2,3229,45,-45,45,-45,45,-45,Angle-Ply,229.309,0.003276,0.49138,1.155,No Fail
614,51.1,0.2,4160,45,-45,45,-45,45,-45,Angle-Ply,331.753,0.004739,0.7109,1.448,No Fail
615,51.2,0.2,4735,45,-45,45,-45,45,-45,Angle-Ply,426.849,0.006098,0.91468,1.72,No Fail
616,51.3,0.2,3724,45,-45,45,-45,45,-45,Angle-Ply,305.178,0.00436,0.65395,1.372,No Fail
617,51.4,0.2,4525,45,-45,45,-45,45,-45,Angle-Ply,385.237,0.005503,0.82551,1.601,No Fail
618,51.5,0.2,2028,45,-45,45,-45,45,-45,Angle-Ply,115.322,0.001647,0.24712,0.829,FAIL
619,51.6,0.2,3048,45,-45,45,-45,45,-45,Angle-Ply,285.78,0.004083,0.61239,1.317,No Fail
620,51.7,0.2,2461,45,-45,45,-45,45,-45,Angle-Ply,197.122,0.002816,0.4224,1.063,No Fail
621,51.8,0.2,3276,45,-45,45,-45,45,-45,Angle-Ply,311.707,0.004453,0.66794,1.391,No Fail
622,51.9,0.2,3082,45,-45,45,-45,45,-45,Angle-Ply,263.299,0.003761,0.56421,1.252,No Fail
623,52.0,0.2,4411,45,-45,45,-45,45,-45,Angle-Ply,434.237,0.006203,0.93051,1.741,No Fail
624,52.1,0.2,4525,45,-45,45,-45,45,-45,Angle-Ply,444.4,0.006349,0.95228,1.77,No Fail
625,52.2,0.2,3653,45,-45,45,-45,45,-45,Angle-Ply,266.101,0.003801,0.57022,1.26,No Fail
626,52.3,0.2,3119,45,-45,45,-45,45,-45,Angle-Ply,246.142,0.003516,0.52745,1.203,No Fail
627,52.4,0.2,4271,45,-45,45,-45,45,-45,Angle-Ply,365.441,0.005221,0.78309,1.544,No Fail
628,52.5,0.2,3074,45,-45,45,-45,45,-45,Angle-Ply,199.245,0.002846,0.42695,1.069,No Fail
629,52.6,0.2,3781,45,-45,45,-45,45,-45,Angle-Ply,284.934,0.00407,0.61057,1.314,No Fail
630,52.7,0.2,3165,45,-45,45,-45,45,-45,Angle-Ply,271.063,0.003872,0.58085,1.274,No Fail
631,52.8,0.2,1717,45,-45,45,-45,45,-45,Angle-Ply,133.095,0.001901,0.2852,0.88,FAIL
632,52.9,0.2,4647,45,-45,45,-45,45,-45,Angle-Ply,454.692,0.006496,0.97434,1.799,No Fail
633,53.0,0.2,4000,45,-45,45,-45,45,-45,Angle-Ply,358.92,0.005127,0.76911,1.525,No Fail
634,53.1,0.2,2104,45,-45,45,-45,45,-45,Angle-Ply,136.736,0.001953,0.29301,0.891,FAIL
635,53.2,0.2,3032,45,-45,45,-45,45,-45,Angle-Ply,264.716,0.003782,0.56725,1.256,No Fail
636,53.3,0.2,3330,45,-45,45,-45,45,-45,Angle-Ply,276.141,0.003945,0.59173,1.289,No Fail
637,53.4,0.2,2805,45,-45,45,-45,45,-45,Angle-Ply,249.793,0.003568,0.53527,1.214,No Fail
638,53.5,0.2,2931,45,-45,45,-45,45,-45,Angle-Ply,249.962,0.003571,0.53563,1.214,No Fail
639,53.6,0.2,3593,45,-45,45,-45,45,-45,Angle-Ply,315.457,0.004507,0.67598,1.401,No Fail
640,53.7,0.2,3766,45,-45,45,-45,45,-45,Angle-Ply,285.445,0.004078,0.61167,1.316,No Fail
641,53.8,0.2,1831,45,-45,45,-45,45,-45,Angle-Ply,154.605,0.002209,0.3313,0.942,FAIL
642,53.9,0.2,2495,45,-45,45,-45,45,-45,Angle-Ply,160.143,0.002288,0.34316,0.958,FAIL
643,54.0,0.2,3798,45,-45,45,-45,45,-45,Angle-Ply,296.018,0.004229,0.63432,1.346,No Fail
644,54.1,0.2,4556,45,-45,45,-45,45,-45,Angle-Ply,358.215,0.005117,0.7676,1.523,No Fail
645,54.2,0.2,3540,45,-45,45,-45,45,-45,Angle-Ply,310.272,0.004432,0.66487,1.386,No Fail
646,54.3,0.2,2724,45,-45,45,-45,45,-45,Angle-Ply,242.958,0.003471,0.52062,1.194,No Fail
647,54.4,0.2,3945,45,-45,45,-45,45,-45,Angle-Ply,285.514,0.004079,0.61182,1.316,No Fail
648,54.5,0.2,3583,45,-45,45,-45,45,-45,Angle-Ply,308.594,0.004408,0.66127,1.382,No Fail
649,54.6,0.2,2584,45,-45,45,-45,45,-45,Angle-Ply,141.718,0.002025,0.30368,0.905,FAIL
650,54.7,0.2,4271,45,-45,45,-45,45,-45,Angle-Ply,384.567,0.005494,0.82407,1.599,No Fail
651,54.8,0.2,3845,45,-45,45,-45,45,-45,Angle-Ply,291.48,0.004164,0.6246,1.333,No Fail
652,54.9,0.2,4086,45,-45,45,-45,45,-45,Angle-Ply,315.729,0.00451,0.67656,1.402,No Fail
653,55.0,0.2,3342,45,-45,45,-45,45,-45,Angle-Ply,250.952,0.003585,0.53775,1.217,No Fail
654,55.1,0.2,2982,45,-45,45,-45,45,-45,Angle-Ply,216.277,0.00309,0.46345,1.118,No Fail
655,55.2,0.2,2769,45,-45,45,-45,45,-45,Angle-Ply,223.984,0.0032,0.47997,1.14,No Fail
656,55.3,0.2,2250,45,-45,45,-45,45,-45,Angle-Ply,187.496,0.002679,0.40178,1.036,No Fail
657,55.4,0.2,3202,45,-45,45,-45,45,-45,Angle-Ply,207.462,0.002964,0.44456,1.093,No Fail
658,55.5,0.2,1981,45,-45,45,-45,45,-45,Angle-Ply,153.533,0.002193,0.329,0.939,FAIL
659,55.6,0.2,4455,45,-45,45,-45,45,-45,Angle-Ply,436.86,0.006241,0.93613,1.748,No Fail
660,55.7,0.2,4198,45,-45,45,-45,45,-45,Angle-Ply,406.467,0.005807,0.871,1.661,No Fail
661,55.8,0.2,4593,45,-45,45,-45,45,-45,Angle-Ply,369.839,0.005283,0.79251,1.557,No Fail
662,55.9,0.2,2679,45,-45,45,-45,45,-45,Angle-Ply,249.22,0.00356,0.53404,1.212,No Fail
663,56.0,0.2,1959,45,-45,45,-45,45,-45,Angle-Ply,92.775,0.001325,0.1988,0.765,FAIL
664,56.1,0.2,2068,45,-45,45,-45,45,-45,Angle-Ply,146.644,0.002095,0.31424,0.919,FAIL
665,56.2,0.2,4199,45,-45,45,-45,45,-45,Angle-Ply,327.69,0.004681,0.70219,1.436,No Fail
666,56.3,0.2,2079,45,-45,45,-45,45,-45,Angle-Ply,101.197,0.001446,0.21685,0.789,FAIL
667,56.4,0.2,2938,45,-45,45,-45,45,-45,Angle-Ply,234.036,0.003343,0.50151,1.169,No Fail
668,56.5,0.2,2331,45,-45,45,-45,45,-45,Angle-Ply,142.739,0.002039,0.30587,0.908,FAIL
669,56.6,0.2,2497,45,-45,45,-45,45,-45,Angle-Ply,185.729,0.002653,0.39799,1.031,No Fail
670,56.7,0.2,3071,45,-45,45,-45,45,-45,Angle-Ply,214.853,0.003069,0.4604,1.114,No Fail
671,56.8,0.2,2583,45,-45,45,-45,45,-45,Angle-Ply,185.306,0.002647,0.39708,1.029,No Fail
672,56.9,0.2,3142,45,-45,45,-45,45,-45,Angle-Ply,215.957,0.003085,0.46276,1.117,No Fail
673,57.0,0.2,2787,45,-45,45,-45,45,-45,Angle-Ply,174.852,0.002498,0.37468,1.0,No Fail
674,57.1,0.2,4946,45,-45,45,-45,45,-45,Angle-Ply,395.828,0.005655,0.8482,1.631,No Fail
675,57.2,0.2,2486,45,-45,45,-45,45,-45,Angle-Ply,182.648,0.002609,0.39139,1.022,No Fail
676,57.3,0.2,3346,45,-45,45,-45,45,-45,Angle-Ply,284.138,0.004059,0.60887,1.312,No Fail
677,57.4,0.2,4359,45,-45,45,-45,45,-45,Angle-Ply,330.428,0.00472,0.70806,1.444,No Fail
678,57.5,0.2,1984,45,-45,45,-45,45,-45,Angle-Ply,91.779,0.001311,0.19667,0.762,FAIL
679,57.6,0.2,3744,45,-45,45,-45,45,-45,Angle-Ply,341.365,0.004877,0.7315,1.475,No Fail
680,57.7,0.2,3441,45,-45,45,-45,45,-45,Angle-Ply,241.212,0.003446,0.51688,1.189,No Fail
681,57.8,0.2,4461,45,-45,45,-45,45,-45,Angle-Ply,434.668,0.00621,0.93143,1.742,No Fail
682,57.9,0.2,2498,45,-45,45,-45,45,-45,Angle-Ply,141.828,0.002026,0.30392,0.905,FAIL
683,58.0,0.2,2455,45,-45,45,-45,45,-45,Angle-Ply,146.698,0.002096,0.31435,0.919,FAIL
684,58.1,0.2,2016,45,-45,45,-45,45,-45,Angle-Ply,83.925,0.001199,0.17984,0.74,FAIL
685,58.2,0.2,4812,45,-45,45,-45,45,-45,Angle-Ply,436.497,0.006236,0.93535,1.747,No Fail
686,58.3,0.2,3079,45,-45,45,-45,45,-45,Angle-Ply,272.546,0.003894,0.58403,1.279,No Fail
687,58.4,0.2,1593,45,-45,45,-45,45,-45,Angle-Ply,98.326,0.001405,0.2107,0.781,FAIL
688,58.5,0.2,3257,45,-45,45,-45,45,-45,Angle-Ply,310.007,0.004429,0.6643,1.386,No Fail
689,58.6,0.2,4981,45,-45,45,-45,45,-45,Angle-Ply,476.467,0.006807,1.021,1.861,No Fail
690,58.7,0.2,1599,45,-45,45,-45,45,-45,Angle-Ply,96.164,0.001374,0.20607,0.775,FAIL
691,58.8,0.2,4437,45,-45,45,-45,45,-45,Angle-Ply,342.679,0.004895,0.73431,1.479,No Fail
692,58.9,0.2,4270,45,-45,45,-45,45,-45,Angle-Ply,354.946,0.005071,0.7606,1.514,No Fail
693,59.0,0.2,2504,45,-45,45,-45,45,-45,Angle-Ply,219.58,0.003137,0.47053,1.127,No Fail
694,59.1,0.2,3936,45,-45,45,-45,45,-45,Angle-Ply,299.501,0.004279,0.64179,1.356,No Fail
695,59.2,0.2,3969,45,-45,45,-45,45,-45,Angle-Ply,377.703,0.005396,0.80936,1.579,No Fail
696,59.3,0.2,1518,45,-45,45,-45,45,-45,Angle-Ply,79.536,0.001136,0.17043,0.727,FAIL
697,59.4,0.2,2396,45,-45,45,-45,45,-45,Angle-Ply,214.183,0.00306,0.45896,1.112,No Fail
698,59.5,0.2,3421,45,-45,45,-45,45,-45,Angle-Ply,243.272,0.003475,0.5213,1.195,No Fail
699,59.6,0.2,3347,45,-45,45,-45,45,-45,Angle-Ply,246.956,0.003528,0.52919,1.206,No Fail
700,59.7,0.2,2508,45,-45,45,-45,45,-45,Angle-Ply,222.894,0.003184,0.47763,1.137,No Fail
701,59.8,0.2,1667,45,-45,45,-45,45,-45,Angle-Ply,111.525,0.001593,0.23898,0.819,FAIL
702,59.9,0.2,4279,45,-45,45,-45,45,-45,Angle-Ply,380.753,0.005439,0.8159,1.588,No Fail
703,60.0,0.2,1888,45,-45,45,-45,45,-45,Angle-Ply,118.536,0.001693,0.25401,0.839,FAIL
704,60.1,0.2,3589,45,-45,45,-45,45,-45,Angle-Ply,253.811,0.003626,0.54388,1.225,No Fail
705,60.2,0.2,3304,45,-45,45,-45,45,-45,Angle-Ply,319.037,0.004558,0.68365,1.412,No Fail
706,60.3,0.2,2003,45,-45,45,-45,45,-45,Angle-Ply,154.143,0.002202,0.33031,0.94,FAIL
707,60.4,0.2,3652,45,-45,45,-45,45,-45,Angle-Ply,312.04,0.004458,0.66866,1.392,No Fail
708,60.5,0.2,2958,45,-45,45,-45,45,-45,Angle-Ply,257.482,0.003678,0.55175,1.236,No Fail
709,60.6,0.2,1800,45,-45,45,-45,45,-45,Angle-Ply,86.61,0.001237,0.18559,0.747,FAIL
710,60.7,0.2,1737,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
711,60.8,0.2,3276,45,-45,45,-45,45,-45,Angle-Ply,260.955,0.003728,0.55919,1.246,No Fail
712,60.9,0.2,3440,45,-45,45,-45,45,-45,Angle-Ply,228.73,0.003268,0.49013,1.154,No Fail
713,61.0,0.2,3145,45,-45,45,-45,45,-45,Angle-Ply,261.542,0.003736,0.56045,1.247,No Fail
714,61.1,0.2,4934,45,-45,45,-45,45,-45,Angle-Ply,428.18,0.006117,0.91753,1.723,No Fail
715,61.2,0.2,1557,45,-45,45,-45,45,-45,Angle-Ply,104.745,0.001496,0.22445,0.799,FAIL
716,61.3,0.2,2707,45,-45,45,-45,45,-45,Angle-Ply,171.175,0.002445,0.3668,0.989,FAIL
717,61.4,0.2,3699,45,-45,45,-45,45,-45,Angle-Ply,284.324,0.004062,0.60926,1.312,No Fail
718,61.5,0.2,4073,45,-45,45,-45,45,-45,Angle-Ply,320.579,0.00458,0.68695,1.416,No Fail
719,61.6,0.2,1655,45,-45,45,-45,45,-45,Angle-Ply,106.847,0.001526,0.22896,0.805,FAIL
720,61.7,0.2,4347,45,-45,45,-45,45,-45,Angle-Ply,374.537,0.005351,0.80258,1.57,No Fail
721,61.8,0.2,4227,45,-45,45,-45,45,-45,Angle-Ply,401.606,0.005737,0.86058,1.647,No Fail
722,61.9,0.2,3934,45,-45,45,-45,45,-45,Angle-Ply,338.678,0.004838,0.72574,1.468,No Fail
